lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_1;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_26;v_27;v_28;v_29;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_46;v_52;v_53;v_54;v_55;v_56;v_57;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_82;v_83;v_84;v_85;v_111;v_117;v_118;v_119;v_120;v_121;v_122;v_124;v_142;v_268;v_0ab75;v_b4933;v_bcfd1;v_272;v_f9027;v_c054d;v_aaa14;v_276;v_277;v_278;v_279;v_280;v_282;v_284;v_285;v_286;v_289;v_290;v_291;v_294;v_295;v_296;v_297;v_299;v_300;v_301;v_302;v_303;v_304;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_315;v_319;v_320;v_321;v_322;v_323;v_325;v_326;v_327;v_328;v_329;v_330;v_331;v_332;v_177;v_178;v_179;v_186;v_187;v_188;v_189;v_190;v_191;v_197;v_198;v_199;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_333;v_334;v_335;v_336;v_337;v_338;v_339;v_2598;v_223;v_225;v_226;v_227;v_228;v_229;v_231;v_233;v_234;v_235;v_236;v_238;v_241;v_2604;v_2605;v_245;v_246;dupl1_v_245;v_250;v_251;v_252;v_253;v_254;v_257;v_259;v_260;v_262;v_263;v_269;v_270;v_271;v_273;v_274;v_275;ext_host;ip_addr;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;hflip;vflip;output_mode;javascript;flash;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts712934;rts712935;rts712936;rts712937;rts712938;rts712939;rts712940;rts712941;rts712942;rts712943;rts712944;rts712945;rts712946;rts712950;rts712951;rts712952;rts712954;rts712958;rts712959;rts712960;rts712961;rts712962;rts712963;rts712965;rts712966;rts712967;rts712969;rts712971;rts712972;rts712974;rts712975;rts712977;rts712978;rts712979;rts712981;rts712982;rts712984;rts712985;rts712986;rts712987;rts712988;rts712990;rts712991;rts712993;rts712994;rts713002;rts713007;rts713010;rts713014;rts713016;rts713018;rts713019;rts713021;rts713023;rts713025;geschlecht;bildung;beruf;stadt_teil;stadt_teil2;alter;indi;jahr
747;0;0;31;"712995";;1031;3;5;3;5;3;5;4;3;4;4;4;1;3;4;6;5;3;;;;;5;;;;10;;9;10;3;6;8;6;6;2;6;6;6;4;6;5;6;;;;;2;4;2;;5;5;5;5;5;1;1;5;1;4;4;3;2;3;1;3;3;3;1;1;1;5;0;1;1;1;1;1;3;1;1;5;1;1;1;1;1;1;1;1;5;5;5;5;5;5;2;5;1;1;1;1;1;1;1;5;5;5;5;5;1;1;1;5;5;5;1;1;1;1;5;3;1;1;1;1;1;1;1;1;5;5;4;3;2;3;3;3;4;1;5;2;;;2;5;75;1;60;9;2;;1;2;0;1;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554811125;"2019-04-09 11:58:45";"2019-04-09 12:15:56";"0000-00-00 00:00:00";3;13;47;135;170;189;216;282;312;316;333;369;393;405;429;436;454;676;681;686;739;759;777;847;853;855;;862;870;883;892;913;920;925;;;962;968;975;979;984;;988;;1031;491;529;549;560;581;601;632;670;799;841;"maennlich";"Hochschule";"";"Gartenstadt/Ost";3;"26-30";5;2019
750;0;0;31;"712995";;1642;2;1;2;2;2;3;2;2;2;3;1;3;1;2;2;2;1;4;5;3;3;5;5;3;5;2;7;9;8;3;5;3;5;2;3;4;5;4;2;4;2;4;3;3;3;3;3;3;3;3;3;1;2;1;1;4;3;4;4;1;1;3;3;3;1;1;3;1;2;5;1;2;0;2;2;2;4;2;5;1;1;2;4;4;4;2;4;4;4;4;4;2;2;4;4;4;3;4;1;1;1;4;3;4;1;2;1;3;5;2;1;4;1;2;2;4;1;2;1;1;4;2;4;4;4;2;2;3;1;4;5;3;3;3;2;3;1;1;1;1;5;1;2;2;;8;45;1;40;7;1;1;;11;-99;2;15;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554811822;"2019-04-09 12:10:22";"2019-04-09 12:37:44";"0000-00-00 00:00:00";9;22;81;196;241;265;313;359;508;518;551;601;616;626;659;673;699;1129;1138;1155;1215;1266;1309;1363;1372;1380;1390;;1405;;1425;1444;1458;1462;1466;1512;;1564;1578;1587;1595;;1603;;1642;737;791;821;843;886;934;1063;1121;1344;1354;"maennlich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"31-35";5;2019
752;0;0;31;"712995";;10644;1;3;2;3;2;3;2;2;1;1;1;1;1;1;2;2;2;2;3;2;2;2;3;3;2;2;9;3;2;1;2;2;5;3;3;2;2;2;2;2;4;2;2;2;2;3;3;4;4;4;2;1;1;2;1;3;4;2;2;4;1;3;3;3;4;3;3;3;3;2;2;3;0;2;2;2;4;2;2;2;1;5;4;1;1;2;2;2;2;2;3;4;2;4;3;2;1;3;4;3;1;3;4;4;2;2;2;2;3;3;2;4;2;2;2;3;1;1;1;1;4;4;1;1;2;1;1;1;1;2;4;3;3;3;3;3;2;3;1;2;5;2;;;2;5;150;1;40;4;1;2;;4;0;4;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554812475;"2019-04-09 12:21:15";"2019-04-09 15:18:39";"0000-00-00 00:00:00";4933;4962;5111;5178;5263;5293;5404;5640;5663;5708;5755;5852;6063;6117;6321;6448;6568;9120;9128;9159;9281;9384;10134;10307;10337;10403;;10416;10422;10465;10478;10518;10532;10539;10543;10573;;10582;10608;10622;10631;;10638;;10644;6698;7084;7227;7255;7827;8442;9002;9112;10291;10300;"weiblich";"Hochschule";"";"Mitte/Wunderburg";1;"26-30";5;2019
753;0;0;31;"712995";;1130;2;3;4;3;2;4;2;3;2;3;1;2;3;1;4;4;2;2;4;2;3;4;4;5;2;4;7;4;4;7;6;3;5;2;2;2;6;4;2;6;3;2;3;2;3;3;2;3;2;4;2;2;1;2;3;2;2;3;2;2;2;3;2;3;2;3;3;3;4;2;5;5;5;2;3;5;5;1;2;2;1;4;5;2;2;3;2;2;2;2;2;3;3;2;2;2;2;2;1;1;1;1;1;1;1;3;3;2;3;2;1;2;2;2;3;2;1;1;1;2;2;3;2;2;3;2;2;3;3;4;4;3;4;4;4;4;4;4;2;1;5;1;1;2;;1;70;1;36;5;2;;2;2;0;3;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554812533;"2019-04-09 12:22:13";"2019-04-09 12:41:03";"0000-00-00 00:00:00";3;7;39;67;97;110;133;207;245;249;263;305;316;322;335;339;348;528;531;535;572;731;777;911;917;919;927;;931;942;950;1018;1022;1030;;;1054;1091;1104;1115;1123;;1127;;1130;373;407;424;438;454;472;497;524;833;906;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"26-30";5;2019
760;0;0;31;"712995";;1000;1;2;1;2;1;3;3;2;2;3;1;2;2;4;2;3;2;4;3;4;4;2;3;1;3;2;1;4;1;2;2;4;6;5;3;3;3;4;1;;3;3;2;3;4;3;5;4;5;5;2;1;1;1;1;3;2;3;2;2;2;1;1;3;2;4;4;4;3;2;3;4;1;2;1;1;2;5;1;2;1;3;2;4;1;2;1;2;2;3;4;4;2;5;3;2;4;4;1;4;2;4;3;3;2;2;1;3;4;3;3;3;1;3;2;4;1;1;3;2;4;4;3;4;4;4;2;3;1;3;4;3;4;3;3;1;3;4;3;1;4;1;1;2;;7;150;1;30;5;2;;1;22;0;6;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554817929;"2019-04-09 13:52:09";"2019-04-09 14:08:49";"0000-00-00 00:00:00";3;8;67;131;162;176;201;333;360;366;385;418;426;432;443;447;453;669;672;676;794;811;837;870;875;878;887;;891;893;920;929;937;941;;;962;976;979;984;990;;995;;1000;474;537;547;558;582;607;638;665;857;862;"maennlich";"(Fach-)Abitur";"Angestelle/r";"Mitte/Wunderburg";1;"56-60";5;2019
763;0;0;31;"712995";;1096;1;2;2;3;2;3;2;1;1;2;1;1;2;1;1;1;1;2;2;1;2;2;2;3;3;1;4;1;2;1;2;1;4;1;2;2;2;2;4;3;2;3;3;1;3;3;1;3;2;2;4;2;2;4;3;3;2;3;4;3;3;3;3;3;1;3;3;2;4;3;4;4;0;3;3;3;5;1;4;1;1;5;4;1;1;1;1;2;2;1;2;2;3;3;1;1;1;1;5;5;2;4;5;4;3;2;2;2;2;2;2;3;3;2;2;3;1;2;1;1;3;2;2;1;3;2;1;1;1;2;4;3;3;3;3;2;1;1;1;2;4;1;1;2;;4;18;1;25;1;2;;1;1;0;1;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554819938;"2019-04-09 14:25:38";"2019-04-09 14:43:54";"0000-00-00 00:00:00";4;11;59;104;142;170;204;250;266;273;300;373;386;394;425;434;443;758;762;767;841;869;909;943;948;950;962;;972;984;994;1012;1018;1022;;;1041;1051;1055;1079;1086;;1091;;1096;499;566;583;595;631;664;702;753;929;937;"weiblich";"(Fach-)Abitur";"Angestelle/r";"Mitte/Wunderburg";1;"18-25";5;2019
770;0;0;31;"712995";;957;1;2;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;1;1;2;4;4;3;2;1;1;2;3;1;1;2;1;2;2;1;1;2;5;5;4;5;3;2;1;1;1;2;2;3;3;2;2;2;2;4;1;3;3;3;2;2;2;2;0;1;3;2;4;1;3;1;1;3;5;1;1;1;1;1;1;1;2;3;3;2;2;1;1;2;2;1;1;3;1;4;3;1;1;1;3;4;4;4;2;2;2;2;1;1;2;2;4;4;2;2;2;2;1;1;1;3;3;3;3;3;3;3;4;3;1;1;5;1;1;2;;7;150;2;;;2;;2;4;2;6;12;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554821758;"2019-04-09 14:55:58";"2019-04-09 15:11:55";"0000-00-00 00:00:00";2;8;87;112;134;144;169;269;303;307;322;353;371;386;410;417;426;669;674;679;728;756;793;866;869;872;877;;883;893;904;;;908;;;916;922;931;939;947;;952;;957;457;493;517;532;556;577;624;664;816;859;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"41-45";5;2019
772;0;0;31;"712995";;4128;1;1;2;2;1;3;2;2;1;3;1;1;1;1;2;1;1;2;3;1;2;1;1;3;3;2;8;2;1;1;1;2;3;3;1;1;4;3;1;5;2;1;2;1;1;1;2;1;3;4;2;1;1;1;1;3;3;2;3;4;4;4;4;4;4;4;4;4;1;1;1;3;0;2;1;1;4;1;3;1;1;3;3;3;1;1;3;4;5;1;1;2;3;4;4;5;1;3;1;1;1;2;1;2;1;3;2;2;4;4;1;4;1;1;1;1;1;1;3;1;5;4;3;1;2;1;1;1;1;3;4;1;3;3;3;3;1;1;2;2;5;2;;;2;4;60;1;40;2;2;;2;3;0;1;15;1;0;"-99";0;0;0;1;22;1;1;"-99";0;0;0;0;0;0;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554823699;"2019-04-09 15:28:19";"2019-04-09 16:37:07";"0000-00-00 00:00:00";3;11;130;701;702;704;705;853;902;907;926;979;991;1004;1030;1036;1044;1344;1349;1356;1476;3359;3401;3440;3449;3452;;3454;3459;3462;3512;3863;3869;3876;;;4029;4036;4043;4050;4074;4087;4092;4124;4128;1067;1097;1115;1130;1184;1241;1286;1340;3428;3432;"weiblich";"Hochschule";"";"Mitte/Wunderburg";1;"18-25";5;2019
774;0;0;31;"712995";;2328;2;3;3;4;2;3;3;3;2;4;1;1;2;1;5;1;1;4;4;3;2;2;4;4;3;1;4;2;3;1;2;1;5;4;2;1;6;3;1;5;5;2;3;2;3;3;3;2;2;4;3;1;1;2;1;4;4;3;3;2;4;4;4;4;4;4;4;4;3;2;1;1;0;1;2;2;3;2;1;1;1;5;2;4;1;3;2;3;3;2;4;5;5;4;4;2;4;4;4;3;1;1;1;3;1;1;1;2;3;3;2;2;2;2;2;3;1;1;1;1;5;3;2;1;2;1;1;1;1;3;5;4;3;3;3;3;3;2;1;2;5;1;1;7;;2;68;1;60;9;1;2;;2;-99;2;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554824334;"2019-04-09 15:38:54";"2019-04-09 16:17:42";"0000-00-00 00:00:00";6;14;292;714;762;798;850;971;1091;1144;1166;1237;1253;1264;1300;1308;1334;1794;1800;1810;1916;1948;1984;2094;2115;2121;2135;;2149;2173;2185;2200;2208;2214;2218;2263;;2272;2286;2306;2315;;2322;;2328;1387;1430;1464;1481;1530;1578;1653;1706;2008;2073;"weiblich";"Hochschule";"";"Mitte/Wunderburg";1;"26-30";5;2019
775;0;0;31;"712995";;886;2;3;2;3;3;3;3;2;3;3;2;2;4;2;2;2;2;3;4;3;4;3;3;4;4;7;6;7;8;5;6;5;4;4;2;3;4;3;3;4;4;4;3;4;3;4;3;3;3;3;3;2;2;2;3;3;3;3;2;2;2;3;3;3;1;3;3;3;3;3;2;3;0;2;2;2;4;4;3;2;2;2;3;2;2;2;2;3;3;2;3;2;4;4;3;3;2;3;3;3;1;3;2;2;2;3;3;3;3;3;3;3;3;2;2;3;2;2;2;2;4;4;2;2;2;2;2;2;2;3;2;3;3;3;3;3;3;3;2;2;5;1;1;6;;4;70;1;45;5;1;2;;3;0;2;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554824575;"2019-04-09 15:42:55";"2019-04-09 15:57:41";"0000-00-00 00:00:00";6;13;64;97;131;143;180;194;198;221;252;294;314;320;338;344;356;569;573;584;587;611;683;708;719;722;738;;746;755;770;809;815;823;828;838;;848;862;870;877;;883;;886;390;417;432;445;468;502;541;564;699;702;"weiblich";"Hochschule";"in Ausbildung";"Gartenstadt/Ost";3;"18-25";5;2019
778;0;0;31;"712995";;1714;2;3;1;2;2;3;2;1;1;3;2;1;3;1;3;1;2;3;4;2;2;3;3;2;3;5;6;3;4;1;5;4;6;1;1;4;3;3;3;6;1;5;2;2;3;3;4;4;4;3;3;3;2;3;2;2;1;3;4;2;2;3;3;3;3;3;3;3;5;3;5;3;0;1;3;1;3;1;3;1;2;5;1;1;1;2;2;2;3;3;4;4;2;2;2;1;1;2;5;3;1;4;2;2;1;1;3;2;4;4;1;3;3;3;2;3;2;2;2;2;3;2;2;2;3;2;2;2;1;3;5;4;3;3;3;2;3;3;3;2;4;2;;;2;2;72;1;60;1;2;;2;22;-99;1;10;1;0;"-99";0;0;1;0;-66;2;2;"Kasachstan";1;5;2;5;3;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554827314;"2019-04-09 16:28:34";"2019-04-09 16:57:08";"0000-00-00 00:00:00";5;14;70;138;201;278;414;593;611;623;653;702;740;808;876;925;934;1309;1312;1317;1322;1355;1406;1460;1469;1473;;1476;1482;1529;1564;1583;1592;1599;;;1607;1625;1633;1646;1652;;1670;1704;1714;987;1042;1081;1100;1148;1187;1229;1300;1452;1454;"weiblich";"(Fach-)Abitur";"";"Mitte/Wunderburg";1;"18-25";5;2019
783;0;0;31;"712995";;1732;2;2;2;4;4;3;3;2;2;4;2;2;4;2;1;5;4;2;5;2;4;2;5;6;3;4;4;8;4;3;6;3;5;4;4;2;5;3;3;5;5;4;2;2;2;3;5;5;4;2;3;2;2;3;2;3;2;3;4;2;4;4;3;3;4;3;3;2;2;2;3;3;0;2;1;1;4;2;4;2;5;1;4;2;2;2;2;4;3;2;;;;;;;;;5;5;1;3;1;1;1;4;4;3;4;2;2;4;4;2;3;4;2;1;1;1;4;4;2;2;2;1;1;1;1;3;4;4;3;3;3;3;3;3;3;2;3;1;1;2;;8;70;3;;;2;;2;24;-99;4;5;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554833809;"2019-04-09 18:16:49";"2019-04-09 18:45:41";"0000-00-00 00:00:00";5;21;138;387;448;511;634;795;837;851;899;948;979;1059;1191;1200;1208;1473;1476;1482;1486;1514;1548;1583;1593;1595;1608;;1616;;1644;;;1649;;;1659;1688;1712;1716;1723;;1728;;1732;1241;1284;1304;1321;1349;1374;1431;1467;1569;1572;"weiblich";"Mittlere Reife";"Angestelle/r";"Gartenstadt/Ost";3;"18-25";5;2019
795;0;0;31;"712995";;1919;1;2;2;2;3;3;2;2;2;3;1;1;2;1;6;1;1;2;3;2;2;2;2;3;3;2;9;6;2;3;2;2;5;2;2;2;4;2;2;4;5;2;2;1;;;3;5;4;4;3;2;2;2;2;3;3;3;1;2;4;3;3;3;4;3;3;3;2;1;2;2;0;2;2;3;4;2;3;2;1;2;4;2;1;2;2;2;2;1;2;2;3;2;2;2;1;2;3;1;2;4;1;4;3;2;3;2;3;4;2;3;2;2;2;;1;1;2;1;4;4;1;2;1;1;1;1;1;3;4;2;3;3;2;3;3;3;1;2;5;1;1;2;;5;54;1;35;3;2;;1;22;0;2;7;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554871506;"2019-04-10 04:45:06";"2019-04-10 05:17:05";"0000-00-00 00:00:00";8;16;162;348;395;418;458;517;556;607;631;680;696;704;729;736;747;1021;1027;1033;1513;1546;1584;1616;1627;1630;1639;;1648;1678;1695;1707;1717;1721;;;1739;1772;1781;1785;1790;;1797;;1919;782;820;845;863;892;920;970;1014;1606;1610;"weiblich";"Hochschule";"Angestelle/r";"Gereuth";4;"31-35";5;2019
796;0;0;31;"712995";;1535;1;1;1;2;1;3;2;1;1;3;1;1;1;1;2;2;2;2;2;2;2;1;1;3;4;3;4;9;1;4;6;5;5;2;2;1;3;2;1;3;2;2;2;2;;;3;4;4;4;2;1;1;1;3;3;4;2;3;2;2;3;3;3;3;3;3;3;1;1;1;2;0;2;1;1;3;3;1;1;3;3;4;2;1;3;1;2;2;1;3;5;4;4;3;2;3;4;1;5;1;3;1;4;4;2;2;1;4;4;2;3;1;2;1;2;1;1;1;1;4;4;1;2;2;1;1;2;1;3;4;3;3;3;4;3;4;4;1;1;5;1;1;2;;6;90;1;25;3;2;;1;2;0;4;10;1;0;"-99";0;0;1;0;-66;1;2;"Tschechoslowakei";1;0;0;0;0;1;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1555252503;"2019-04-14 14:35:03";"2019-04-14 15:00:38";"0000-00-00 00:00:00";1;5;45;100;137;158;199;285;345;354;376;445;469;477;496;501;508;824;827;832;1100;1118;1148;1243;1247;1249;1254;;1261;1268;1282;1292;1299;1304;;;1324;1337;1354;1363;1369;;1408;1456;1535;536;564;586;611;662;723;763;819;1168;1239;"maennlich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"31-35";5;2019
797;0;0;31;"712995";;881;2;1;2;2;2;2;2;1;1;2;2;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;3;2;3;2;2;2;1;1;1;3;2;2;3;2;2;2;2;2;2;4;3;3;4;2;2;2;2;2;3;3;3;2;4;4;4;3;3;3;3;3;3;2;2;4;3;0;1;1;1;2;3;5;3;1;2;4;2;2;3;1;2;3;2;1;2;4;3;3;3;2;3;3;2;1;3;1;4;3;1;3;2;3;3;2;4;1;2;2;2;1;1;2;1;4;3;2;1;3;1;1;3;1;2;5;3;3;3;3;3;3;3;3;2;4;2;;;2;2;65;1;0;3;2;;2;3;-99;1;15;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554874017;"2019-04-10 05:26:57";"2019-04-10 05:41:38";"0000-00-00 00:00:00";4;10;41;93;123;144;168;188;195;202;225;265;281;290;311;317;329;621;626;633;638;675;720;756;768;770;;775;784;796;812;821;829;837;;;847;855;859;866;872;;877;;881;363;400;437;452;489;532;576;616;745;749;"weiblich";"(Fach-)Abitur";"";"Mitte/Wunderburg";1;"18-25";5;2019
798;0;0;32;"712995";;-1;1;2;2;2;1;2;2;2;1;2;1;1;1;1;2;2;1;3;3;3;1;3;3;;4;2;2;1;2;4;3;1;3;2;2;1;4;2;2;1;2;1;2;1;4;5;4;5;5;5;1;1;1;1;1;4;3;2;2;1;1;2;4;4;1;1;1;1;3;1;1;1;0;1;1;2;4;2;2;2;1;5;4;2;1;1;1;1;1;1;3;4;3;4;2;2;1;3;1;1;1;2;1;3;1;2;3;3;3;4;3;4;1;3;2;4;1;1;1;1;5;4;2;1;2;1;1;1;1;3;4;4;3;3;1;1;1;1;1;2;5;1;2;2;;6;70;1;41;3;2;;1;1;-99;3;12;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1555087600;"2019-04-12 16:46:40";"2019-04-13 08:54:11";"0000-00-00 00:00:00";51784;51789;51819;51847;51873;51886;51908;51959;57497;57502;57521;57558;57569;57575;57593;57598;57605;57807;57811;57818;57862;57879;57901;57925;57929;57931;57941;;57946;57957;57982;57992;58002;58004;;;58018;58026;58030;58035;58040;;58046;;58051;57628;57659;57676;57687;57715;57751;57774;57803;57916;57920;"weiblich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"31-35";5;2019
803;0;0;31;"712995";;2039;1;3;3;3;4;3;2;2;1;4;1;2;2;2;2;3;2;2;2;2;2;2;1;3;3;2;1;1;3;1;1;2;5;1;1;2;3;2;4;4;2;2;3;2;3;2;3;3;2;2;2;2;2;3;2;3;2;2;3;1;1;3;3;3;2;3;3;3;3;2;4;4;0;2;3;2;3;2;5;1;1;4;4;2;2;2;2;4;4;2;2;3;2;3;4;3;2;3;1;2;1;3;2;4;3;2;2;2;3;3;2;4;3;2;3;4;2;2;2;2;3;3;2;2;2;2;2;3;2;2;3;3;3;3;3;3;3;3;3;1;5;1;1;3;;7;92;2;;;2;;2;2;-99;4;12;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554884117;"2019-04-10 08:15:17";"2019-04-10 08:49:16";"0000-00-00 00:00:00";4;12;187;407;488;535;626;804;871;882;917;1001;1038;1051;1082;1093;1105;1629;1639;1646;1738;1795;1864;1901;1929;1932;1939;;1950;1956;1971;;;1977;;;1982;1991;2007;2014;2023;;2029;;2039;1134;1193;1224;1250;1389;1482;1540;1622;1885;1892;"maennlich";"Hochschule";"Beamter/in";"Gartenstadt/Ost";3;"56-60";5;2019
805;0;0;31;"712995";;1825;3;4;3;4;5;3;2;4;3;4;4;3;3;5;4;3;2;5;3;4;3;2;1;4;4;3;2;2;2;2;2;2;6;5;4;3;2;3;6;6;3;4;2;4;6;2;3;3;2;2;3;4;3;3;3;1;1;4;3;1;1;2;2;3;1;3;2;2;2;2;3;3;0;1;3;1;3;2;2;1;3;2;3;3;3;2;3;5;5;3;3;4;5;5;3;3;3;3;4;5;2;4;2;4;4;5;5;2;2;1;3;2;2;3;3;4;3;3;3;4;2;1;3;3;3;3;3;3;2;3;5;4;3;3;3;3;3;3;3;2;4;1;2;2;;8;90;1;40;3;2;;2;3;1;4;12;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554888834;"2019-04-10 09:33:54";"2019-04-10 10:04:19";"0000-00-00 00:00:00";5;14;137;568;600;618;647;769;1138;1144;1157;1203;1220;1231;1255;1263;1272;1540;1545;1553;1613;1644;1681;1709;1716;1719;1730;;1735;;1745;1761;1768;1773;;;1780;1790;1800;1806;1812;;1818;;1825;1307;1351;1373;1388;1430;1460;1495;1533;1695;1701;"weiblich";"(Fach-)Abitur";"Angestelle/r";"Gartenstadt/Ost";3;"36-40";5;2019
810;0;0;31;"712995";;1440;2;3;3;4;4;2;3;3;2;3;2;2;2;2;3;3;2;2;3;2;3;3;3;3;4;4;4;4;3;4;4;4;5;2;2;2;2;4;3;3;2;3;4;3;3;5;2;1;3;2;3;1;1;2;1;1;2;3;2;2;2;3;3;3;3;3;3;2;1;1;1;1;0;1;1;1;3;2;2;1;5;1;1;2;2;4;2;3;2;2;;;;;;;;;4;2;1;1;1;2;2;4;4;3;3;3;3;2;2;3;3;3;1;1;2;1;3;3;3;3;3;2;2;2;1;1;4;3;3;3;3;3;2;3;3;2;5;1;2;3;;3;100;1;40;6;2;;1;3;1;5;1;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554892425;"2019-04-10 10:33:45";"2019-04-10 10:57:45";"0000-00-00 00:00:00";6;12;231;348;400;420;456;602;617;627;652;696;710;719;743;747;758;1007;1012;1023;1135;1169;1203;1251;1261;1266;1274;;1280;1290;1304;1326;1333;1340;;;1357;1369;1387;1392;1400;;1405;;1440;789;819;843;856;893;898;950;1000;1238;1242;"weiblich";"Hochschule";"Beamter/in";"Berg";5;"26-30";5;2019
